content,category
"Saigontourist Group tung chương trình ưu đãi ""khủng"" tại hệ thống Thay lời tri ân khách hàng dịp năm mới và tiếp tục hưởng ứng chương trình kích cầu du lịch, các đơn vị thành viên thuộc Tổng Công ty Du lịch Sài Gòn (Saigontourist Group) áp dụng ưu đãi lớn các dịch vụ lưu trú, ẩm thực, tiệc cưới và hội nghị. Thời gian chương trình bắt đầu từ ngày 1-1-2021 và sẽ kéo dài đến hết ngày 31-3-2021.",Du lịch
"12 huyện đảo chờ khám phá TTO - Một cuộc gặp mặt đặc biệt, lần đầu tiên được báo Tuổi Trẻ tổ chức: đó là cuộc hội tụ, giao lưu giữa lãnh đạo các huyện đảo Tổ quốc và doanh nghiệp du lịch hàng đầu Việt Nam.",Du lịch
"Tour Thụy Sĩ, Ý, Slovenia, Croatia - công viên Krka từ 20.490.000 đồng Chương trình du lịch đến 4 nước: Thụy Sĩ, Ý, Slovenia, Croatia. Du khách có dịp thưởng thức vẻ hùng vĩ của các danh lam thắng cảnh nổi tiếng thế giới. Thụy Sĩ khoe đỉnh Alps tuyết phủ quanh năm; đến Croatia ngắm thác nước Krka - danh lam thắng cảnh hữu tình, cung đường biển Andriatic: Zadar, Split, Dubronik; ngắm công trình kiến trúc cổ thời La Mã, tường thành vững chắc, những ngôi làng ngói đỏ… từ thế kỷ XV vùng biển Adriatic. - 6 đêm khách sạn ở phòng đôi và ăn sáng.",Du lịch
"Anh phân loại địa điểm du lịch theo màu đèn giao thông TTO - Nước Anh dự kiến tái mở cửa du lịch quốc tế vào ngày 17-5 bằng hộ chiếu vắc xin và hệ thống phân loại địa điểm du lịch theo 3 màu đỏ, xanh và vàng.",Du lịch
"Nhu cầu 'bùng nổ', công ty du lịch mở thêm tuyến, tăng số chỗ tour hè TTO - Trong khi đang tất bật chốt sổ các tour khởi hành dịp 30-4 và 1-5, nhiều công ty du lịch, lữ hành bất ngờ thông báo đã lên kế hoạch tăng thêm số chỗ tour hè từ 20-30% so với hè năm ngoái để đáp ứng nhu cầu của du khách. Theo ghi nhận, các tour được tăng cường có lịch trình khởi hành trong tháng 5, 6, 7 và 8. Hiện một số doanh nghiệp cũng đã cập nhật các tour mùa hè và ngày khởi hành đến tháng 8 để khách có thể dễ dàng lựa chọn và sắp xếp lịch trình. Các tour tăng cường chỗ đều là hành trình đến các điểm du lịch nổi tiếng khắp cả nước như Phan Thiết, Đà Nẵng - Huế, tour đi Đông - Tây Bắc, miền Tây… Ngoài ra, một số tuyến mới như hành trình đến Bảo Lộc - Gia Nghĩa để du khách có dịp khám phá một vùng đất đẹp khác của núi rừng Tây Nguyên. Các hành trình đi Phú Quốc, Đà Nẵng, miền Bắc hiện vẫn là điểm đến được nhiều du khách quan tâm nhiều nhất. những chương trình tour theo hướng tự chọn, cá nhân hóa cao đang được doanh nghiệp đẩy mạnh đến khách hàng trong dịp hè năm nay, phục vụ nhu cầu du lịch cá nhân, du lịch tự túc hay cho các gia đình, nhóm bạn có nhu cầu"", bà Trần Thị Bảo Thu, giám đốc tiếp thị - truyền thông Lữ hành Fiditour - Vietlux, nói. Ngoài các tour trọn gói dài ngày, các doanh nghiệp du lịch cũng mở thêm dạng tour 1 hoặc 2 ngày đi các điểm gần TP.HCM dành cho gia đình chỉ có thời gian đi vào dịp cuối tuần như Đồng Tháp - Tràm Chim, Làng hoa Sa Đéc, Mỹ Tho - Cần Thơ, Tây Ninh… với mức giá chỉ từ vài trăm ngàn đồng đến dưới 2 triệu đồng/khách. Ông Nguyễn Minh Mẫn, đại diện Công ty du lịch TST, cho biết vừa đạt được thỏa thuận hợp tác với lãnh đạo Công đoàn Dệt may Việt Nam để tổ chức các chương trình du lịch, lữ hành cho cán bộ nhân viên, và dự kiến trong dịp hè năm nay sẽ có rất nhiều sự kiện lớn được tổ chức, tăng cường trao đổi hợp tác hai chiều giữa TP.HCM và các địa phương. Hè năm nay được dự đoán sẽ trở thành mùa cao điểm du lịch trong nước do khách vẫn chưa đi du lịch được ra nước ngoài, đồng thời mùa nắng nóng đến sớm hơn mọi năm nên các đơn vị đã bắt đầu lên kế hoạch sớm. Theo nhiều doanh nghiệp, tour hè chiếm tỉ trọng từ 60-70% doanh số kế hoạch năm của các doanh nghiệp. Nếu có khởi động tốt, ngành du lịch sẽ hồi phục nhanh hơn, từ đó thúc đẩy các kế hoạch phát triển sản phẩm mới cũng như có thêm nguồn lực sẵn sàng quay lại với du lịch quốc tế khi kế hoạch ""hộ chiếu vắc xin"" được thông qua.",Du lịch
"Du khách vội vàng hủy tour, các công ty du lịch họp nóng TTO - Dịch bùng lên chỉ sau vài ngày, các công ty du lịch đã bắt đầu nhận yêu cầu hủy tour từ du khách. Tâm lý hủy tour ""dây chuyền"" khi chưa có khuyến cáo của cơ quan chức năng có thể khiến công ty du lịch lẫn du khách chịu nhiều thiệt hại. Theo các công ty du lịch ở TP.HCM, trong ngày 4-5, họ đã ghi nhận yêu cầu hủy tour từ những đoàn khách khởi hành trong tháng 5, chủ yếu tour ra các tỉnh phía Bắc và miền Trung. Tour về vùng biển Nha Trang hay Phú Quốc vẫn được giữ theo kế hoạch nhưng yêu cầu tuân thủ các biện pháp 5K chặt chẽ hơn, phân thành các nhóm nhỏ để đi. Chị Huỳnh, ngụ Q.Bình Thạnh, cho biết vừa tiến hành hủy chương trình team building cho công ty, dự kiến khởi hành trong tuần tới. ""Tour dự kiến kéo dài 4 ngày 3 đêm, đi một số tỉnh phía Bắc, chúng tôi cũng đã cọc 80 triệu đồng cho nhà điều hành tour, nhưng với tình hình dịch hiện nay ban giám đốc quyết định sẽ hoãn lại"", chị Huỳnh cho biết. Ông Nguyễn Minh Mẫn, phụ trách truyền thông của Công ty TST Tourist, cho biết hiện các tour khởi hành trong dịp 30-4 và 1-5 vừa kết thúc và trở về an toàn. Riêng tour khởi hành trong những ngày tới vẫn đang được đánh giá, xem xét. ""Chúng tôi cần nắm bắt tâm lý khách hàng, mức độ lo lắng và phản ứng của du khách theo chiều hướng ""hết dịch rồi đi"" hay ""lo quá không dám đi"". Hơn bao giờ hết, các doanh nghiệp tự nhắc mình tỉnh táo để hỗ trợ tư vấn cho khách chứ không phải hoang mang theo"", ông Mẫn chia sẻ. Theo các doanh nghiệp, v iệc hủy tour khi chưa có chỉ đạo chính thức từ cơ quan chức năng có thể khiến du khách bị phạt tiền. hiện các hợp đồng đoàn vẫn xúc tiến, khách đang phối hợp cùng công ty lữ hành khảo sát chặt chẽ để tiến hành tour an toàn. Các điểm đến sẽ vẫn là những điểm an toàn và được phép tổ chức tour theo điều kiện thực tế. "" Kế hoạch tour lễ 30-4 và 1-5 của nhiều công ty gần như đã hoàn tất. Hiện chỉ còn vài tour 5-6 ngày sẽ kết thúc trong tuần này. Chúng tôi vẫn kỳ vọng dịch được khống chế sớm để thị trường kịp hồi phục trong nửa sau tháng 6"", đại diện doanh nghiệp này nhận định.",Du lịch
"Đại sứ Ukraine ở Thái Lan bất ngờ qua đời TTO - Đại sứ Ukraine tại Thái Lan Andrii Beshta, 45 tuổi, đã qua đời trên đảo Ko Lipe vào sáng 30-5 trong lúc đang đi nghỉ với con trai.",Du lịch
"Khách đến Đà Nẵng dịp lễ 30-4 và 1-5 chỉ đạt 58% dự kiến TTO - Ngày 3-5, Sở Du lịch TP Đà Nẵng cho biết trong 4 ngày nghỉ lễ 30-4 và 1-5, lượng khách tham quan, du lịch tại Đà Nẵng chỉ đạt 75.000 lượt (chỉ bằng 58% so với dự kiến trước lễ), trong đó chủ yếu là khách nội địa. Theo các cơ sở lưu trú và công ty lữ hành, một số du khách và đoàn khách hủy phòng, hủy tour vào phút chót do lo ngại dịch bệnh khiến du khách đến Đà Nẵng dịp lễ giảm so với dự kiến. Lãnh đạo Sở Du lịch Đà Nẵng cho biết nhận định diễn biến dịch bệnh phức tạp, ngay từ trước lễ sở đã chỉ đạo các cơ sở du lịch nhiều nội dung cụ thể để tăng cường phòng chống dịch. Sau lễ, các biện pháp này tiếp tục được áp dụng để đảm bảo an toàn cho du khách.",Du lịch
"Liên kết vùng để kích cầu du lịch TTO - Chiều 2-10, tại Vũng Tàu, ngành du lịch của 7 tỉnh, thành gồm: TP.HCM, Bà Rịa - Vũng Tàu, Bình Phước, Bình Dương, Đồng Nai, Tây Ninh và Bình Thuận đã ký thỏa thuận liên minh tham gia kích cầu du lịch. Phát biểu tại lễ ký kết, các chuyên gia và lãnh đạo làm du lịch đều khẳng định, trước tình hình đại dịch COVID-19 còn diễn biến phức tạp ở các nước khác, ngành du lịch Việt Nam phải hướng đến khách trong nước. Và để thu hút khách trong nước, điều quan trọng là phải liên kết giữa các địa phương trong vùng, các vùng trong cả nước. Đồng thời phải có các sản phẩm mới, nâng cao chất lượng dịch vụ. Ông Nguyễn Quốc Kỳ, chủ tịch HĐQT Công ty Vietravel, nêu ra nhiều giải pháp để giữ chân người lao động của ngành du lịch cũng như đề xuất chính quyền địa phương phải có các giải pháp để ""giữ doanh nghiệp nòng cốt"", và HĐND các tỉnh, thành phải có các chính sách riêng cho các du lịch của mình. Bản thân các hiệp hội và phải có những phương án cụ thể để phục hồi du lịch. ""Chúng ta không thể đi một mình mà phải đi cùng nhau, phải liên kết để cùng nhau kích cầu"", ông Kỳ nói.",Du lịch
"Phát hiện hành khách tàng trữ đạn quân dụng ở sân bay Tân Sơn Nhất TTO - Cơ quan chức năng đang điều tra, xử lý một hành khách tàng trữ đạn quân dụng trong hành lý xách tay ở sân bay Tân Sơn Nhất, TP.HCM. Ngày 29-4, theo nguồn tin của , Đồn công an cảng hàng không quốc tế Tân Sơn Nhất đang phối hợp cơ quan chức năng điều tra vụ hành khách L.H.T. (41 tuổi, ngụ TP.HCM) tàng trữ đạn quân dụng trong hành lý xách tay. ết quả giám định, 6 viên đạn là loại đạn quân dụng chưa qua sử dụng.",Du lịch
